64925480	1
66722060	1
57005415	1
76636688	1
72684249	1
446352213	1
174839732	1
230673965	1
734561726	1
270263265	1
25945980	1
190319515	1
321315235	1
17398510	1
222242894	1
615239689	1
1594972488	1
1594970970	1
1595018899	1
1383871064	1
1595004308	1
1595003198	1
265271953	1
1595002988	1
1166724798	1
1595021803	1
1713476124	1
1594972824	1
619884931	1
1473389984	1
1427249293	1
371719848	1
381181221	1
384035399	1
2492699251	1
370354643	1
2455802329	1
2455810098	1
973542925	1
1889174611	1
50858455	1
378105203	1
2563122133	1
2232820545	1
377902961	1
265664887	1
1231777375	1
2821237415	1
3024525039	1
2893678493	1
1312015447	1
285068866	1
2907149823	1
97633280	1
428031272	1
3101929189	1
2732357994	1
4269005832	1
4269174679	1
3887318353	1
2546797034	1
3467526672	2
1523681029	2
2732524995	2
4292406268	2
3309444697	2
111990519	2
1276431668	2
230454700	2
4799232863	2
3998703557	2
586234465	2
2517785937	2
3712539975	2
1561323888	2
2293534680	2
3283126316	2
457214356	2
1692540942	2
449580615	2
836864414	2
1122884552	2
3189203270	2
3383747145	2
97797825	2
2987988915	2
4129514953	2
2973910185	2
840802392	2
3304222109	2
972875484	2
1541720180	2
62823229	2
857547398	2
3384068592	3
949038876	3
4504368613	3
708711310750584832	3
4883869587	3
54951528	3
532757292	3
1392626750	3
709150271050530817	3
60448759	3
2725704808	3
219060645	3
3124986791	3
2539400531	3
705450548359733249	3
384005220	3
54935632	3
712396720148099072	3
705541526755999744	3
4886213447	3
2317954243	3
1595364620	3
713554669549654016	3
19920823	3
267839944	3
705449093146005510	3
709599386334957568	3
707946968656400385	3
35216825	3
860311272	3
4043322563	3
4827809970	3
314931816	3
1723681932	4
439593004	4
2605449213	4
2160939249	4
2567949536	4
3316301578	4
1099604119	4
2455682402	4
2456996545	4
1081616862	4
1611521869	4
1898664086	4
2434948873	4
1054188066	4
2276010046	4
2692107079	4
381314077	4
538379576	4
1712814720	4
615082994	4
858914791	4
105232611	4
198253165	4
3867438557	4
2558176983	4
2884880494	4
1626650569	4
3302929613	4
134507326	4
2429726874	4
14434063	5
1265488057	5
15786332	5
3094819375	5
406832944	5
180965632	5
1536611755	5
229992790	5
2208892756	5
2208869320	5
2208887315	5
1346552654	5
434746776	5
904941565	5
1259869164	5
2902841197	5
2325522757	5
169985197	5
385598858	5
1278221215	5
1623725695	5
2149868270	5
701789312157929474	5
1383101287	6
712440727607709696	6
79939566	6
401796971	6
531706752	6
2431107457	6
2868479584	6
2440894236	6
163774609	6
1608147499	6
112238167	6
710157916502753280	6
1446021164	6
59535892	6
43387220	6
3277943083	6
566700592	6
2156841142	6
36046325	6
381212420	6
2306234779	7
607427450	7
3268242872	7
547486337	7
1622852226	7
2446024961	7
4470233659	7
2480039432	7
2431951535	7
1375853106	7
3252255721	7
1217128070	7
430778848	7
4848245457	7
21356555	7
372999079	7
25285450	7
314024921	8
950806208	8
704155233853702144	8
967100605	8
3353434768	8
267839944	8
266989727	8
272250791	8
714989079021006848	8
3896298147	8
256780164	8
167305932	8
262775854	8
4874869758	8
70298551	8
2330468346	8
232769907	9
2289550082	9
3977384236	9
4516701494	9
702154047181053952	9
2290694664	9
1657636730	9
4634008947	9
525289452	9
2246822378	9
2149406424	9
710116900370419712	9
710471144638287872	9
710111374362353664	9
710152830300991488	9
547179777	10
244355354	10
620646681	10
140384540	10
282281380	10
588945219	10
42681790	10
37521325	10
125699508	10
844904516	10
1912612958	10
342422999	10
19350230	10
4778305466	10
3238389710	11
546744362	11
354583267	11
1484946193	11
370354643	11
806810437	11
228156734	11
205208302	11
1418680524	11
461677954	11
1922935801	11
747239054	11
365214457	11
1045995583	12
110263832	12
597919736	12
1831460233	12
74020768	12
25178041	12
2151966532	12
258958072	12
2450635056	12
713549199669915648	12
2242205326	12
2239410013	12
1944466086	12
47900566	13
49094502	13
3112197549	13
704298359004241920	13
22717757	13
4551433697	13
703770759194386432	13
712387674204545024	13
708391853251428352	13
23356283	13
2573418584	13
3950016887	13
2822259777	14
1400909844	14
705210966011736064	14
299893741	14
3286876237	14
784865526	14
261048107	14
4905243038	14
44260891	14
711254401936019456	14
711707487335010304	14
4391005874	14
3192576070	15
1296717120	15
48480495	15
2499988093	15
2341153723	15
242482757	15
2256862758	15
81445091	15
850058922	15
1293721104	15
4608401418	15
59494483	15
3177764109	16
537650547	16
2163879806	16
4827941893	16
1591650229	16
1309174238	16
1180520826	16
3306310528	16
3362792789	16
1654361412	16
285957240	16
713962407551451136	17
759251	17
49064060	17
699924196126756865	17
533444481	17
3094819375	17
713805186624520193	17
445811224	17
954877584	17
220251523	17
4754043476	18
362318561	18
3707361493	18
314259711	18
2374885363	18
121287538	18
170736216	18
2492095681	18
372193908	18
3386303999	18
68543202	19
4828311314	19
3378101476	19
249690709	19
4827439747	19
3817413628	19
4267265183	19
897841765	19
315994858	19
18371238	19
4804273755	20
2337999540	20
2580423060	20
2904387199	20
1365820224	20
577642934	20
1696894963	20
1285958504	20
1301230057	20
478387478	20
2902938645	21
278030569	21
499365298	21
320560300	21
95555223	21
4821627857	21
1952887824	21
131200020	21
215475487	21
4910862510	22
4919581838	22
4919568978	22
4919728466	22
3287679715	23
3712288516	23
701285115574378496	23
4716475529	23
80892130	23
3003999514	23
4376979677	23
705887221795168259	23
1957549567	23
4721500298	24
396125147	24
2157985902	24
2493989687	24
3181561521	24
2562089220	24
1888091312	24
304133662	24
1463111	25
38955690	25
119443804	25
14366386	25
33683283	25
19597460	25
4070111489	25
1951964720	25
130921198	26
276316683	26
