826856254593257477	717433730323857408	372315777
826856355659182080	6509832	464396247
826856465101119493	2478036894	2313487754
826856641287041024	727670108	3573370633
826856721989648385	386137123	265233119
826856781070610432	20562637	213118052
826856839644008448	2801729758	72088110
826856908917264384	797322229910376448	793755523690692609
826856987967291392	720363759521259520	27031592
826857034356101120	2459471257	119718717
826857285439856640	40011881	2338755228
826857528885522433	6525302	45553903
826857545671274497	145271316	17554651
826857551203549185	432544621	18826837
826857703419105289	17816420	15004177
826857808217903104	515490346	85367895
826858223839936514	4797967814	234390571
826858714489577473	3355667722	806699926910541824
826858736840908800	517163587	2511555518
826858892638314496	538610119	3298490413
826859109928620036	571257565	571257565
826859140727312384	571257565	571257565
826859167793238016	571257565	571257565
826859571767627776	160914823	937047116
826859575152242688	720363759521259520	165734664
826859590654558213	2801729758	1958152405
826859615254171674	160914823	937047116
826859632916385796	160914823	937047116
826859706551382016	73871975	112182940
826859788269211650	53979469	67514751
826859952333430784	73871975	1215561344
826860108705628166	757564780404015104	120281408
826860259725758467	20439724	279965615
826860605139275776	515490346	811603788012191744
826860691948662784	618935636	785568081212866561
826860760450035712	2801729758	3018287190
826860801906589697	2478036894	226794255
826861091431075847	764003278833061888	102432919
826861568511971328	2170200797	2170200797
826861596718792704	150009699	437577077
826861603446337537	2170200797	2170200797
826861625663770635	368276033	62587508
826861658295386113	2457785262	817378517184868353
826861666419765248	3226102249	760487302971920384
826861677589180416	751938062947651592	817378517184868353
826861713928527872	68653118	49987677
826861756685357057	48391223	177635748
826861797844144135	2457785262	817378517184868353
826861800574558208	823263580120301569	84214345
826861816265527297	437577077	27909314
826861830370840576	278662460	132740165
826861849379532800	368276033	1120360531
826861851757727751	26235265	4757440167
826861856501407744	36339032	177635748
826861863321337856	69008563	770026554
826861868119621632	194212330	801092318044491777
826861868669161472	69008563	323978166
826861899342106625	130557513	619823626
826861914256912384	90721862	352465823
826861916584869888	3681117678	1485506221
826861922771488783	368276033	745442237081739265
826861926521114624	122783937	122783937
826861934800666625	38156420	2694691
826861939783565312	26235265	253520657
826861940144156672	473992322	804171966932357121
826861940622372866	2827148094	130566976
826861943524847617	15164565	387689723
826861948759339012	90721862	127962774
826861953050095616	994741592	266293743
826861962122256384	29951362	1849274522
826861970536140801	82151473	522808717
826861975447691264	45075214	2723480480
826861976282226689	95431448	22822556
826861983639142400	69008563	877478868
826861995681054720	34752409	243611896
826861998742892544	3809379317	1668588985
826862005961240578	4914384040	1723984327
826862030216847361	120649992	1696251991
826862045534572548	69008563	2675149246
826862054564716545	34713362	250835683
826862056691351554	368276033	709461069547307008
826862065600122887	598978191	3078347243
826862073527357445	71048726	385558102
826862073678176256	290603222	124721180
826862079671889920	748143417474027520	719538730177077249
826862083262337044	21200516	392807183
826862085313224705	517568346	3491062394
826862097346809860	38156420	3313513223
826862105961910295	1626189841	717136205666787328
826862106418884608	290603222	124721180
826862114518085632	517568346	3094277052
826862115432460288	714573979	141550671
826862115843690497	68653118	568796022
826862121564721160	63789273	2268856476
826862126228606976	4883035583	765254816469618689
826862132243419142	29951362	62508273
826862143953838080	34713362	80694156
826862147078672393	95431448	25332451
