1	1.00000	1
2	0.00031	1
3	0.99996	1
5	0.00031	1
6	1.00000	1
7	1.00000	1
12	0.00031	1
13	0.00031	1
14	1.00000	1
16	0.99996	0
18	0.00031	1
19	0.00031	0
20	0.00031	1
21	0.99996	0
23	0.00031	1
24	0.00031	0
26	0.00031	0
28	0.00031	1
33	0.99996	1
34	0.00031	0
36	0.00031	0
37	0.00031	0
38	0.00031	1
40	0.00031	1
42	0.00010	1
43	0.99996	0
44	0.00000	0
46	0.00000	1
47	0.99996	0
48	0.00031	0
50	0.99996	0
52	0.00031	1
53	0.99996	0
55	0.00031	0
59	0.00031	1
60	0.99996	1
65	0.00015	0
67	0.00031	1
68	0.00031	0
70	0.00015	1
75	0.00031	1
85	0.00031	0
89	0.00031	0
93	0.00015	1
102	0.00031	0
107	0.00031	1
109	0.00031	0
113	0.00031	1
114	0.00031	0
121	0.00031	0
122	0.00031	0
130	0.00010	0
146	0.31871	0
147	0.99996	1
154	0.00031	0
166	0.00015	1
167	0.00031	1
173	0.00000	0
177	0.00031	0
183	0.00031	0
184	0.00031	0
193	0.00015	0
195	0.00015	1
196	0.00031	0
210	0.00031	0
213	0.00031	0
216	0.00030	1
225	0.00031	0
229	0.00031	1
239	0.00031	1
242	0.00031	0
244	0.00031	1
249	0.00031	0
259	0.00031	0
260	0.00015	0
263	0.00031	1
267	0.00031	0
275	0.00031	1
281	0.00015	1
295	0.00031	0
297	0.00031	0
319	0.00031	0
326	0.00031	0
334	0.00031	0
339	0.00031	0
345	0.00031	1
352	0.00031	1
385	0.00031	0
398	0.00031	0
400	0.00031	0
