1	 1.00000	1
2	 1.00000	1
3	 1.00000	1
4	 1.00000	1
5	 1.00000	1
6	 1.00000	1
7	 1.00000	1
9	 1.00000	1
10	 0.00000	0
11	 1.00000	1
12	 1.00000	1
13	 0.00000	1
14	 1.00000	1
15	 0.00000	0
16	 0.00000	0
17	 0.00000	0
18	 0.00000	1
19	 0.00000	0
20	 0.00000	1
23	 0.00004	1
24	 0.00001	0
25	 0.00002	0
26	 0.00000	0
27	 0.00000	1
28	 0.00000	1
29	 0.00001	0
30	 0.00000	0
31	 0.00001	1
32	 0.00000	0
35	 0.00000	1
36	 0.00000	0
37	 0.00001	0	
38	 0.00000	1
39	 0.00001	0
40	 0.00000	1
41	 0.00001	0
42	 0.00001	1
43	 0.00001	0
44	 0.00001	0
47	 0.00001	0
50	 0.00001	0
51	 0.00000	0
52	 0.00001	1
53	 0.00000	0
55	 0.00000	0
56	 0.00001	0
57	 0.00000	0
67	 0.00000	1
69	 0.00001	1
70	 0.01021	1
76	 0.00000	0
78	 0.00002	1
79	 0.01021	0
374	 0.01096	1
