1	 1.00000	1
2	 0.00019	1
3	 1.00000	1
4	 0.00019	1
6	 0.00019	1
7	 1.00000	1
8	 0.00019	0
9	 0.00019	1
12	 0.99801	1
13	 0.00019	1
17	 0.00019	0
20	 0.99998	1
23	 0.00019	0
24	 0.00019	0
25	 0.00019	0
28	 0.00019	1
29	 0.00019	0
31	 0.00019	1
32	 0.00019	0
34	 0.00019	0
35	 0.99998	1
37	 0.99998	0
39	 0.00019	0
44	 0.00019	0
56	 0.00019	0
62	 0.00019	0
63	 0.00019	0
65	 0.00019	1
66	 0.00019	1
67	 0.00019	1
69	 0.00019	1
70	 0.30214	1
72	 0.00019	1
79	 0.30214	0
83	 0.99998	1
84	 0.00019	1
85	 0.00019	0
86	 0.00019	0
89	 0.00019	0
93	 0.99801	1
94	 0.00006	1
98	 0.00019	1
125	 0.00019	0
138	 0.00019	0
142	 0.00019	1
150	 0.00019	1
160	 0.00019	0
164	 0.00019	1
168	 0.00019	0
177	 0.00019	0
179	 0.00019	1
182	 0.00019	0
183	 0.00019	0
189	 0.00019	0
192	 0.00019	1
193	 0.00019	0
195	 0.00009	1
204	 0.00006	0
212	 0.00019	1
225	 0.00019	0
229	 0.00019	1
237	 0.00019	0
260	 0.00009	0
262	 0.00019	0
266	 0.00019	1
276	 0.00019	1
286	 0.00019	0
310	 0.00006	0
353	 0.00019	0
369	 0.00019	0
379	 0.00019	0
385	 0.00019	0
397	 0.00019	0
