Source_ID	Assertion_ID	timestamp
3146555604	23	Wed Mar 30 06:30:13 2016
81312226	23	Wed Mar 30 06:37:46 2016
2550576708	23	Wed Mar 30 06:57:11 2016
89698086	23	Wed Mar 30 07:05:53 2016
1378903333	23	Wed Mar 30 07:16:31 2016
100677589	23	Wed Mar 30 07:17:37 2016
1	24	Wed Mar 30 06:22:30 2016
1	24	Wed Mar 30 06:23:29 2016
1	24	Wed Mar 30 06:27:38 2016
1	24	Wed Mar 30 06:39:24 2016
3700588580	24	Wed Mar 30 06:22:30 2016
4725775999	24	Wed Mar 30 06:23:29 2016
2878453386	24	Wed Mar 30 06:27:38 2016
3164836897	24	Wed Mar 30 06:39:24 2016
8	25	Wed Mar 30 07:03:56 2016
22668719	25	Wed Mar 30 06:21:59 2016
1682190110	25	Wed Mar 30 06:22:32 2016
2993719803	25	Wed Mar 30 06:30:43 2016
604010080	25	Wed Mar 30 06:35:19 2016
1134963032	25	Wed Mar 30 07:03:56 2016
4109790982	25	Wed Mar 30 07:18:05 2016
3296322847	26	Wed Mar 30 06:44:01 2016
3198211743	26	Wed Mar 30 06:47:32 2016
1453405320	26	Wed Mar 30 06:47:32 2016
2969589749	26	Wed Mar 30 06:47:37 2016
2951205862	26	Wed Mar 30 07:02:49 2016
373983212	26	Wed Mar 30 07:04:18 2016
436070825	26	Wed Mar 30 07:11:34 2016
4855377184	27	Wed Mar 30 06:33:15 2016
4854296955	27	Wed Mar 30 06:33:16 2016
507681690	27	Wed Mar 30 06:33:16 2016
4705236377	27	Wed Mar 30 06:33:17 2016
4705046825	27	Wed Mar 30 06:33:18 2016
4705115297	27	Wed Mar 30 06:33:19 2016
2851923524	27	Wed Mar 30 06:34:37 2016
170710028	28	Wed Mar 30 06:18:55 2016
181223863	28	Wed Mar 30 06:20:22 2016
714824478933389312	28	Wed Mar 30 06:28:40 2016
299259954	28	Wed Mar 30 06:31:46 2016
1614944569	28	Wed Mar 30 06:34:18 2016
709304670	28	Wed Mar 30 06:49:09 2016
4345082833	28	Wed Mar 30 06:53:13 2016
850151713	29	Wed Mar 30 06:37:49 2016
2892009882	29	Wed Mar 30 06:49:36 2016
384935771	29	Wed Mar 30 06:52:30 2016
257924169	29	Wed Mar 30 06:57:16 2016
15215277	29	Wed Mar 30 07:01:41 2016
1057057346	29	Wed Mar 30 07:09:01 2016
26517226	29	Wed Mar 30 07:09:30 2016
2500721814	30	Wed Mar 30 06:54:11 2016
360448978	30	Wed Mar 30 06:55:37 2016
3364102125	30	Wed Mar 30 06:58:10 2016
254478272	30	Wed Mar 30 07:04:57 2016
132523809	30	Wed Mar 30 07:05:27 2016
29011889	30	Wed Mar 30 07:16:40 2016
2201703194	30	Wed Mar 30 07:18:13 2016
1550439127	31	Wed Mar 30 06:41:53 2016
2389731913	31	Wed Mar 30 06:41:54 2016
4084169127	31	Wed Mar 30 06:42:25 2016
2522617476	31	Wed Mar 30 06:44:22 2016
3141090778	31	Wed Mar 30 06:46:03 2016
2942447269	31	Wed Mar 30 06:47:02 2016
43088077	31	Wed Mar 30 06:48:04 2016
4851426189	32	Wed Mar 30 06:18:56 2016
52475120	32	Wed Mar 30 06:20:30 2016
130418036	32	Wed Mar 30 06:20:30 2016
160181638	32	Wed Mar 30 06:32:44 2016
22330671	32	Wed Mar 30 06:46:57 2016
3028357787	32	Wed Mar 30 06:47:26 2016
1570668043	32	Wed Mar 30 06:55:42 2016
3048956624	33	Wed Mar 30 06:23:34 2016
934619677	33	Wed Mar 30 06:26:34 2016
2912113743	33	Wed Mar 30 06:34:39 2016
172043938	33	Wed Mar 30 06:36:50 2016
614806927	33	Wed Mar 30 07:07:59 2016
1733040246	33	Wed Mar 30 07:08:27 2016
1339450453	33	Wed Mar 30 07:16:33 2016
2676036145	34	Wed Mar 30 06:19:22 2016
13817822	34	Wed Mar 30 06:31:14 2016
4735577052	34	Wed Mar 30 06:41:26 2016
3924348672	34	Wed Mar 30 06:53:34 2016
42741327	34	Wed Mar 30 07:11:30 2016
3248002086	34	Wed Mar 30 07:13:37 2016
227561089	34	Wed Mar 30 07:16:32 2016
