1	 1.00000	 0.00000	 1.00000	 1.00000
2	 1.00000	 0.00000	 1.00000	 1.00000
3	 0.00009	 0.00000	 0.01551	 1.00000
4	 0.00009	 0.00000	 0.01552	 1.00000
800594	 0.00009	 0.00000	 0.01552	 1.00000
1134681	 1.00000	 0.00000	 1.00000	 1.00000
2284131	 0.00009	 0.00000	 0.01552	 1.00000
4233671	 0.00009	 0.00000	 0.01552	 1.00000
7003572	 0.00009	 0.00000	 0.01552	 1.00000
14099719	 0.00009	 0.00000	 0.01552	 1.00000
14522241	 0.00001	 0.00000	 0.00512	 1.00000
14522779	 0.00004	 0.00000	 0.00776	 2.00000
14528941	 0.99997	 0.00000	 1.00000	 1.00000
14716226	 0.00009	 0.00000	 0.01552	 1.00000
14855994	 0.00009	 0.00000	 0.01552	 1.00000
15107398	 1.00000	 0.00000	 1.00000	 1.00000
15215142	 0.00009	 0.00000	 0.01552	 1.00000
15467680	 1.00000	 0.00000	 1.00000	 1.00000
15944986	 0.00009	 0.00000	 0.01552	 1.00000
16026053	 0.00009	 0.00000	 0.01552	 1.00000
16064507	 0.00001	 0.00000	 0.00512	 1.00000
16134203	 0.00009	 0.00000	 0.01552	 1.00000
16219150	 1.00000	 0.00000	 1.00000	 1.00000
16248055	 0.00009	 0.00000	 0.01552	 1.00000
16317079	 0.00009	 0.00000	 0.01552	 1.00000
16351343	 0.00009	 0.00000	 0.01552	 1.00000
16452204	 1.00000	 0.00000	 1.00000	 2.00000
16485255	 1.00000	 0.00000	 1.00000	 1.00000
16488766	 0.00001	 0.00000	 0.00512	 1.00000
16501971	 0.00009	 0.00000	 0.01552	 1.00000
16548855	 0.00009	 0.00000	 0.01552	 1.00000
16623393	 0.00001	 0.00000	 0.00512	 1.00000
16829047	 0.99672	 0.00000	 1.00000	 1.00000
17056659	 1.00000	 0.00000	 1.00000	 1.00000
17152635	 0.00009	 0.00000	 0.01552	 1.00000
17412990	 0.00009	 0.00000	 0.01552	 1.00000
17753712	 0.99836	 0.00000	 1.00000	 2.00000
17756195	 0.00009	 0.00000	 0.01552	 1.00000
17880158	 0.00009	 0.00000	 0.01552	 1.00000
